Band,Subject,Unit,AreaofStudy,Code,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
Year 11,English,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,For this unit students are required to demonstrate two outcomes. As a set these outcomes encompass the areas of study in the unit.,,1,32
Year 11,English,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,For this unit students are required to demonstrate two outcomes. As a set these outcomes encompass the areas of study in the unit.,,1,32
Year 11,English,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Suitable tasks for assessment in this unit include a combination of:,,1,33
Year 11,English,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,Suitable tasks for assessment in this unit include a combination of:,,1,33
Year 11,English,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"A detailed mind map of vocabulary, text structures, language features and ideas from the set text",,1,34
Year 11,English,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,"A detailed mind map of vocabulary, text structures, language features and ideas from the set text",,1,34
Year 11,English,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,An analytical response to a set text,,1,35
Year 11,English,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,An analytical response to a set text,,1,35
Year 11,English,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,A note-form summary of the key argument(s) and supporting arguments in persuasive text(s),,1,36
Year 11,English,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,A note-form summary of the key argument(s) and supporting arguments in persuasive text(s),,1,36
Year 11,English,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,An annotated visual text(s) that identifies the key persuasive techniques,,1,37
Year 11,English,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS2OSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to make personal connections with, and identify selected vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,An annotated visual text(s) that identifies the key persuasive techniques,,1,37
Year 11,English,Unit 2,Area of Study 2 - Exploring argument,VCEE11AS2OSE,Outcome 2,English Students,"On completion of this unit the student should be able to make personal connections with, and explore the vocabulary, text structures, language features and ideas in, a text.
To achieve this outcome the student will draw on key knowledge and key skills outlined in Area of Study 1.",Key skills,An analysis of the use of argument and persuasive language and techniques in text(s),,1,38
